path,truth,belief_top,belief_conf,last_turn,wall_ever,crustle_seen
episode-81804563-replay.json,alakazam,alakazam,1.0,12,False,False
episode-81805183-replay.json,crustle,starmie,0.3839032837666888,7,False,True
episode-81805796-replay.json,lucario,lucario,0.9999999999166411,14,False,False
episode-81806267-replay.json,crustle,lucario,0.586061490876276,0,False,False
episode-81806882-replay.json,gardevoir,dragapult,0.9999993551656791,12,False,False
episode-81807340-replay.json,alakazam,alakazam,1.0,16,False,False
episode-81807800-replay.json,lucario,alakazam,0.36748053796152497,0,False,False
episode-81808263-replay.json,dragapult,dragapult,0.9999999999999181,18,False,False
episode-81808875-replay.json,lucario,lucario,0.9999992424587122,8,False,False
episode-81809351-replay.json,crustle,dragapult,0.6178881877859244,13,True,True
episode-81809807-replay.json,lucario,lucario,0.9999999998461528,11,False,False
episode-81810264-replay.json,other/unknown,alakazam,0.9887503943296667,11,False,False
episode-81810731-replay.json,other/unknown,alakazam,0.9999999999698712,13,False,False
episode-81811333-replay.json,crustle,dragapult,0.664853253001085,23,False,True
episode-81811951-replay.json,abomasnow,abomasnow,0.999983396232345,7,False,False
episode-81812367-replay.json,alakazam,alakazam,1.0,17,False,False
episode-81812565-replay.json,crustle,dragapult,0.4911732863123993,10,True,True
episode-81812919-replay.json,starmie,starmie,0.9996595059930982,11,False,False
episode-81813017-replay.json,crustle,dragapult,0.8190892076540153,8,False,True
episode-81813373-replay.json,other/unknown,dragapult,0.9851029053524732,13,True,False
episode-81813495-replay.json,dragapult,lucario,0.586061490876276,0,False,False
episode-81813838-replay.json,dragapult,dragapult,0.999998284663237,9,False,False
episode-81814020-replay.json,lucario,lucario,0.9999999999986227,8,False,False
episode-81814457-replay.json,lucario,lucario,0.9999999999983724,9,False,False
episode-81814569-replay.json,abomasnow,abomasnow,0.9999999996981153,11,False,False
episode-81814929-replay.json,starmie,starmie,0.999736382095304,21,False,False
episode-81815033-replay.json,lucario,lucario,0.9999999989284192,10,False,False
episode-81815549-replay.json,crustle,dragapult,0.7311240288728406,11,False,True
episode-81816023-replay.json,other/unknown,lucario,0.8935902414478751,15,False,False
episode-81816107-replay.json,lucario,lucario,0.999999999869754,11,False,False
episode-81816489-replay.json,abomasnow,abomasnow,0.9998974931371523,7,False,False
episode-81816952-replay.json,dragapult,dragapult,0.9999999858022401,6,False,False
episode-81817562-replay.json,other/unknown,dragapult,0.7012567241516846,30,False,False
episode-81818182-replay.json,abomasnow,abomasnow,0.9982478716177688,4,False,False
episode-81818751-replay.json,lucario,alakazam,0.36748053796152497,0,False,False
episode-81819381-replay.json,crustle,dragapult,0.826676620720196,21,False,True
episode-81819859-replay.json,lucario,lucario,0.9999999999975782,7,False,False
episode-81820113-replay.json,alakazam,alakazam,0.36748053796152497,0,False,False
episode-81820213-replay.json,other/unknown,dragapult,0.9958011821987415,13,False,False
episode-81820331-replay.json,lucario,lucario,0.9999909245179742,11,False,False
episode-81820686-replay.json,alakazam,alakazam,0.9999999989726918,17,False,False
episode-81820803-replay.json,kyogre,abomasnow,0.9969037522144213,3,False,False
episode-81820807-replay.json,dragapult,dragapult,0.9999990447440271,13,False,False
episode-81821305-replay.json,lucario,lucario,0.9999999997845308,11,False,False
episode-81821419-replay.json,starmie,starmie,0.9998382526230509,11,False,False
episode-81821761-replay.json,alakazam,alakazam,1.0,12,False,False
episode-81821876-replay.json,alakazam,alakazam,1.0,13,False,False
episode-81822374-replay.json,other/unknown,dragapult,0.9747862140709292,8,False,False
episode-81822486-replay.json,crustle,starmie,0.4628957355934831,5,False,True
episode-81822996-replay.json,starmie,starmie,0.9745908815298978,13,False,False
episode-81823097-replay.json,other/unknown,dragapult,0.7124869674936759,19,True,False
episode-81823652-replay.json,lucario,lucario,0.9999999991629205,12,True,False
episode-81823717-replay.json,lucario,lucario,0.9999999999999951,12,False,False
episode-81824213-replay.json,abomasnow,abomasnow,0.9998776241223514,10,False,False
episode-81824328-replay.json,crustle,alakazam,0.36748053796152497,0,False,False
episode-81824829-replay.json,lucario,alakazam,0.36748053796152497,0,False,False
episode-81825444-replay.json,other/unknown,dragapult,0.9817811831334831,26,True,False
episode-81825895-replay.json,rockets-mewtwo,alakazam,0.999988044952368,16,False,False
episode-81825931-replay.json,gardevoir,dragapult,0.9902984132045706,15,False,False
episode-81826378-replay.json,dragapult,dragapult,0.999999525008858,7,False,False
episode-81826909-replay.json,bellibolt,dragapult,0.9942553635302082,19,False,False
episode-81827030-replay.json,dragapult,dragapult,0.9999999999999585,9,False,False
episode-81827455-replay.json,crustle,dragapult,0.647004835885807,12,True,True
episode-81827916-replay.json,crustle,alakazam,0.31490663824450404,3,False,True
episode-81829165-replay.json,lucario,lucario,0.9999999999992149,12,False,False
episode-81829639-replay.json,dragapult,dragapult,0.9999999928024392,15,False,False
episode-81830271-replay.json,alakazam,alakazam,1.0,18,False,False
episode-81830730-replay.json,other/unknown,alakazam,0.7181826713549592,9,False,False
episode-81831346-replay.json,starmie,starmie,0.9982268356425819,7,False,False
episode-81831964-replay.json,crustle,dragapult,0.4658568862508194,6,False,True
