741
741
741
741
742
742
742
742
743
743
743
743
305
305
305
305
66
66
66
343
140
1086
1086
1086
1086
1152
1152
1152
1152
1161
1161
1182
1182
1182
1184
1264
1264
1264
1264
1231
1231
1231
1231
1146
1129
1225
1225
1225
1081
1081
1079
1079
1079
5
5
13
19
19
19
19
